ID,SurveySessionID,QuestionID,QuestionName,SectionID,SubmittedAt,Duration,Selection,Text
1282,152,25,QC3,4,2025-01-05 17:24:19.822424116 +0000 UTC,2,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1310,153,25,QC3,4,2025-01-05 17:32:19.58088702 +0000 UTC,8,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1338,154,25,QC3,4,2025-01-05 17:38:32.335526002 +0000 UTC,2,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1366,155,25,QC3,4,2025-01-05 18:34:45.829693364 +0000 UTC,2,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1394,156,25,QC3,4,2025-01-05 18:40:30.221142411 +0000 UTC,2,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1422,157,25,QC3,4,2025-01-05 18:50:47.206796997 +0000 UTC,6,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1450,158,25,QC3,4,2025-01-05 19:02:08.458460321 +0000 UTC,4,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1478,159,25,QC3,4,2025-01-05 19:09:20.708314772 +0000 UTC,3,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1506,160,25,QC3,4,2025-01-05 19:20:12.56719857 +0000 UTC,10,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1534,161,25,QC3,4,2025-01-05 19:25:44.419062441 +0000 UTC,11,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1562,162,25,QC3,4,2025-01-05 19:30:12.203211576 +0000 UTC,6,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1593,164,25,QC3,4,2025-01-05 19:34:39.05643354 +0000 UTC,3,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1621,165,25,QC3,4,2025-01-05 19:43:10.644486336 +0000 UTC,2,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1649,166,25,QC3,4,2025-01-05 19:47:33.218786312 +0000 UTC,3,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1677,167,25,QC3,4,2025-01-05 19:52:03.586424541 +0000 UTC,2,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1705,168,25,QC3,4,2025-01-07 14:05:32.038081531 +0000 UTC,20,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1733,169,25,QC3,4,2025-01-08 13:04:46.41060413 +0000 UTC,12,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1761,170,25,QC3,4,2025-01-15 14:02:57.052987527 +0000 UTC,9,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1809,176,25,QC3,4,2025-01-28 20:46:35.786540236 +0000 UTC,14,3,"Ein Forschungsteam an der Universität St. Gallen, Schweiz (finanziert durch Horizon Europe)"
1845,179,25,QC3,4,2025-01-28 23:08:10.21082095 +0000 UTC,28,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
1949,191,25,QC3,4,2025-01-29 14:04:07.263798889 +0000 UTC,148,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2037,199,25,QC3,4,2025-02-03 16:10:39.638092204 +0000 UTC,17,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2070,201,25,QC3,4,2025-02-05 21:44:38.528203296 +0000 UTC,11,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2179,217,25,QC3,4,2025-03-11 15:21:56.458267009 +0000 UTC,12,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2207,219,25,QC3,4,2025-03-17 16:22:53.953606235 +0000 UTC,10,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2235,220,25,QC3,4,2025-03-18 12:37:35.177942331 +0000 UTC,25,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2274,223,25,QC3,4,2025-03-18 17:40:56.125612132 +0000 UTC,13,98,Don’t know
2302,224,25,QC3,4,2025-03-19 13:52:17.846466188 +0000 UTC,27,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2389,231,25,QC3,4,2025-04-01 15:48:51.89752988 +0000 UTC,17,4,The European Union
2417,232,25,QC3,4,2025-04-01 16:42:08.66833203 +0000 UTC,26,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2471,236,25,QC3,4,2025-04-08 07:58:03.050552431 +0000 UTC,12,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2537,244,25,QC3,4,2025-04-10 10:58:58.309288927 +0000 UTC,24,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2588,250,25,QC3,4,2025-04-22 08:48:59.545649577 +0000 UTC,37,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
2622,252,25,QC3,4,2025-04-24 14:14:34.056414913 +0000 UTC,15,4,The European Union
2667,256,25,QC3,4,2025-04-28 12:19:31.659464523 +0000 UTC,15,3,"A research team at the University of St.Gallen, Switzerland (funded through the Horizon Europe grant scheme)"
