ID,SurveySessionID,QuestionID,QuestionName,SectionID,SubmittedAt,Duration,Selection,Text,Date
1686,168,6,Q06,1,2025-01-07 13:03:13.219853747 +0000 UTC,24,2,Azerbaijan,2023
1686,168,6,Q06,1,2025-01-07 13:03:13.219853747 +0000 UTC,24,3,Belarus,2022
1714,169,6,Q06,1,2025-01-08 12:31:35.458882126 +0000 UTC,28,6,Ukraine,2024
1742,170,6,Q06,1,2025-01-15 13:34:13.393225548 +0000 UTC,378,1,Armenia,2023
1742,170,6,Q06,1,2025-01-15 13:34:13.393225548 +0000 UTC,378,2,Azerbaijan,2023
1742,170,6,Q06,1,2025-01-15 13:34:13.393225548 +0000 UTC,378,3,Belarus,2023
1742,170,6,Q06,1,2025-01-15 13:34:13.393225548 +0000 UTC,378,4,Georgia,2023
1742,170,6,Q06,1,2025-01-15 13:34:13.393225548 +0000 UTC,378,5,Moldova,2023
1742,170,6,Q06,1,2025-01-15 13:34:13.393225548 +0000 UTC,378,6,Ukraine,2023
1782,176,6,Q06,1,2025-01-28 20:12:56.445138655 +0000 UTC,52,1,Armenien,2024
1782,176,6,Q06,1,2025-01-28 20:12:56.445138655 +0000 UTC,52,2,Aserbaidschan,2024
1782,176,6,Q06,1,2025-01-28 20:12:56.445138655 +0000 UTC,52,3,Weissrussland,2024
1782,176,6,Q06,1,2025-01-28 20:12:56.445138655 +0000 UTC,52,4,Georgien,2024
1782,176,6,Q06,1,2025-01-28 20:12:56.445138655 +0000 UTC,52,5,Moldawien,2024
1930,191,6,Q06,1,2025-01-29 13:27:49.626982803 +0000 UTC,92,3,Belarus,2019
1930,191,6,Q06,1,2025-01-29 13:27:49.626982803 +0000 UTC,92,4,Georgia,2019
1930,191,6,Q06,1,2025-01-29 13:27:49.626982803 +0000 UTC,92,5,Moldova,2019
1930,191,6,Q06,1,2025-01-29 13:27:49.626982803 +0000 UTC,92,6,Ukraine,2019
2018,199,6,Q06,1,2025-02-03 15:41:29.695419423 +0000 UTC,84,6,Ukraine,2023
2153,217,6,Q06,1,2025-03-10 16:26:36.846140455 +0000 UTC,12,2,Azerbaijan
2153,217,6,Q06,1,2025-03-10 16:26:36.846140455 +0000 UTC,12,4,Georgia
2153,217,6,Q06,1,2025-03-10 16:26:36.846140455 +0000 UTC,12,5,Moldova
2153,217,6,Q06,1,2025-03-10 16:26:36.846140455 +0000 UTC,12,6,Ukraine
2216,220,6,Q06,1,2025-03-18 12:03:18.764029859 +0000 UTC,27,1,Armenia,2019
2216,220,6,Q06,1,2025-03-18 12:03:18.764029859 +0000 UTC,27,2,Azerbaijan,2019
2216,220,6,Q06,1,2025-03-18 12:03:18.764029859 +0000 UTC,27,3,Belarus,2019
2216,220,6,Q06,1,2025-03-18 12:03:18.764029859 +0000 UTC,27,4,Georgia,2019
2216,220,6,Q06,1,2025-03-18 12:03:18.764029859 +0000 UTC,27,5,Moldova,2019
2216,220,6,Q06,1,2025-03-18 12:03:18.764029859 +0000 UTC,27,6,Ukraine,2019
2283,224,6,Q06,1,2025-03-19 13:34:07.406507536 +0000 UTC,27,1,Armenia,2024
2283,224,6,Q06,1,2025-03-19 13:34:07.406507536 +0000 UTC,27,2,Azerbaijan,2024
2283,224,6,Q06,1,2025-03-19 13:34:07.406507536 +0000 UTC,27,3,Belarus,2024
2283,224,6,Q06,1,2025-03-19 13:34:07.406507536 +0000 UTC,27,4,Georgia,2024
2283,224,6,Q06,1,2025-03-19 13:34:07.406507536 +0000 UTC,27,5,Moldova,2024
2283,224,6,Q06,1,2025-03-19 13:34:07.406507536 +0000 UTC,27,6,Ukraine,2024
2370,231,6,Q06,1,2025-04-01 15:34:56.936931778 +0000 UTC,15,1,Armenia
2370,231,6,Q06,1,2025-04-01 15:34:56.936931778 +0000 UTC,15,2,Azerbaijan
2370,231,6,Q06,1,2025-04-01 15:34:56.936931778 +0000 UTC,15,3,Belarus
2370,231,6,Q06,1,2025-04-01 15:34:56.936931778 +0000 UTC,15,4,Georgia
2370,231,6,Q06,1,2025-04-01 15:34:56.936931778 +0000 UTC,15,5,Moldova
2370,231,6,Q06,1,2025-04-01 15:34:56.936931778 +0000 UTC,15,6,Ukraine
2398,232,6,Q06,1,2025-04-01 16:25:46.539448097 +0000 UTC,37,1,Armenia,2020
2398,232,6,Q06,1,2025-04-01 16:25:46.539448097 +0000 UTC,37,2,Azerbaijan,2020
2398,232,6,Q06,1,2025-04-01 16:25:46.539448097 +0000 UTC,37,4,Georgia,2020
2398,232,6,Q06,1,2025-04-01 16:25:46.539448097 +0000 UTC,37,5,Moldova,2020
2398,232,6,Q06,1,2025-04-01 16:25:46.539448097 +0000 UTC,37,6,Ukraine,2020
2446,236,6,Q06,1,2025-04-08 07:23:59.258100339 +0000 UTC,57,5,Moldova,2022
2446,236,6,Q06,1,2025-04-08 07:23:59.258100339 +0000 UTC,57,6,Ukraine,2022
2518,244,6,Q06,1,2025-04-10 10:28:25.815557783 +0000 UTC,36,3,Belarus,2022
2518,244,6,Q06,1,2025-04-10 10:28:25.815557783 +0000 UTC,36,5,Moldova,2022
2518,244,6,Q06,1,2025-04-10 10:28:25.815557783 +0000 UTC,36,6,Ukraine,2022
2569,250,6,Q06,1,2025-04-22 08:22:51.817584002 +0000 UTC,29,5,Moldova
2569,250,6,Q06,1,2025-04-22 08:22:51.817584002 +0000 UTC,29,6,Ukraine,2021
